city,years,area,rooms,price,avg_heat_per_m,created_at,updated_at,url
Akmenės r. sav.,1974,"61,06",3,15000,,2019-09-26,2019-09-26,https://www.aruodas.lt/butai-akmeneje-naujosios-akmenes-m-respublikos-g-naujosios-akmenes-mieste-respublikos-20-name-1-2789711/
Klaipėda,1959,98,4,170000,,2019-09-26,2019-10-01,https://www.aruodas.lt/butai-klaipedoje-centre-i-kanto-g-centre-i-kanto-g-parduodamas-4-iu-kambariu-1-2789643/
Klaipėda,1968,18,1,7499,,2019-09-26,2019-12-03,https://www.aruodas.lt/butai-klaipedoje-kauno-mikrorajone-silutes-pl-silutes-pl-parduodamas-bendrabutyje-kambarys-1-2789623/
Klaipėda,2008,89,3,130000,,2019-09-26,2019-09-26,https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-dragunu-g-parduodamas-3-kambariu-butas-dragunu-g-37a-1-2789445/
Klaipėda,2008,89,3,129900,,2019-09-03,2019-09-03,https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-dragunu-g-dragunu-g-parduodamas-3k-butas-1-2777981/
Vilnius,1940,126,4,450000,,2019-09-26,2019-09-26,https://www.aruodas.lt/butai-vilniuje-zveryne-vykinto-g-isskirtineje-vietoje-zveryne-gerojoje-1-2789407/
Kaunas,1984,84,4,53500,,2019-09-25,2019-11-29,https://www.aruodas.lt/butai-kaune-eiguliuose-s-zukausko-g-parduodamas-4-kambariu-butas-szukausko-g-1-2776423/
Šiauliai,1970,78,3,73000,,2019-09-25,2019-10-21,https://www.aruodas.lt/butai-siauliuose-centre-ausros-al-3-k-butas-centre-prie-kastonu-alejos-apie-1-2789249/
Klaipėda,1970,56,3,46500,,2019-09-21,2019-10-17,https://www.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-butas-siltas-sausas-tvarkingi-kaimynai-1-2787289/
Neringos m.,1980,57,2,229000,,2019-09-25,2019-09-25,https://www.aruodas.lt/butai-neringoje-skruzdynes-g-parduodamas-butas-zvejo-name-prie-kursiu-1-2789065/
Palanga,1993,113,4,149000,,2019-09-25,2019-11-26,https://www.aruodas.lt/butai-palangoje-bangu-g-bangu-gatveje-parduodamas-113-kvm-bendro-1-2788989/
Vilnius,1910,"83,15",3,205000,"106,43",2019-09-24,2019-12-03,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-j-basanaviciaus-g-parduodamas-butas-istoriniame-name-vilniaus-1-2788833/
Panevėžys,1985,67,3,65000,,2019-09-24,2019-09-27,https://www.aruodas.lt/butai-panevezyje-kniaudiskyje-klaipedos-g-naujo-planavimo-3-kambariu-butas-1-2788745/
Kauno r. sav.,1980,65,3,45000,,2019-09-24,2019-11-25,https://www.aruodas.lt/butai-kauno-rajone-garliavos-m-liepu-g-parduodamas-didelis-triju-kambariu-butas-55-1-2788691/
Palanga,1964,51,2,77000,,2019-09-24,2019-09-24,https://www.aruodas.lt/butai-palangoje-ganyklu-g-parduodamos-poilsio-patalpos-palangos-1-2788657/
Vilnius,2019,"54,74",3,145300,"13,69",2019-09-24,2019-09-24,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-birzelio-namai-nauja-erdve-igyventoje-1-2788611/
Klaipėda,1979,64,3,68000,,2019-09-24,2019-09-24,https://www.aruodas.lt/butai-klaipedoje-laukininkuose-i-simonaitytes-g-savininke-parduoda-triju-kambariu-63-kvm-1-2788497/
Klaipėda,1979,63,3,68000,,2019-09-23,2019-11-24,https://www.aruodas.lt/butai-klaipedoje-vingio-mikrorajone-i-simonaitytes-g-savininke-naujai-suremontuotas-savininke-1-2787553/
Klaipėda,1976,56,1,48000,,2019-06-29,2019-11-30,https://www.aruodas.lt/butai-klaipedoje-centre-baltijos-pr-savininkas-parduoda-dideli-nestandartini-1-2694681/
Vilnius,2006,"64,13",2,92000,,2019-09-23,2019-09-23,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-perkunkiemio-g-parduodamas-2-kambariu-butas-su-atskira-1-2788337/
Plungės m.,1953,"28,79",1,15500,,2019-09-23,2019-09-23,https://www.aruodas.lt/butai-plungeje-birutes-g-parduodamas-naujai-suremontuotas-1-kamb-1-2788267/
Klaipėda,1979,49,2,62800,,2019-09-23,2019-10-02,https://www.aruodas.lt/butai-klaipedoje-baltijos-mikrorajone-baltijos-pr-puikus-2-kambariu-butas-namas-gerai-1-2788253/
Kaunas,2019,62,3,82900,,2019-09-23,2019-11-27,https://www.aruodas.lt/butai-kaune-silainiuose-vejo-g-1-2788251/
Neringos m.,2009,"64,87",3,155000,,2019-09-23,2019-09-23,https://www.aruodas.lt/butai-neringoje-taikos-g-parduodamas-3-kambariu-65-kvmbutas-labai-1-2788193/
Vilnius,2008,60,2,79000,,2019-09-23,2019-12-02,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-ukmerges-g-parduodamas-2-kambariu-butas-fabijoniskese-1-2788147/
Kaunas,1928,"72,82",2,114900,"58,98",2019-09-23,2019-09-23,https://www.aruodas.lt/butai-kaune-centre-e-ozeskienes-g-sis-butas-yra-tai-ko-jus-ieskote-jeigu-1-2788117/
Palanga,2016,50,3,135000,,2019-09-23,2019-11-25,https://www.aruodas.lt/butai-palangoje-plukiu-g-parduodamas-3-kambariu-butas-per-du-aukstus-1-2624579/
Klaipėda,1985,68,2,68000,,2019-09-23,2019-10-23,https://www.aruodas.lt/butai-klaipedoje-laukininkuose-vyturio-g-jaukus-ir-sviesus-dvieju-kambariu-su-holu-1-2787859/
Kaunas,1982,83,4,66999,,2019-09-22,2019-10-10,https://www.aruodas.lt/butai-kaune-silainiuose-rasytes-g-parduodamas-suremontuotas-4-kambariu-butas-1-2787505/
Šiauliai,2005,72,2,87000,,2019-09-21,2019-11-13,https://www.aruodas.lt/butai-siauliuose-zaliukiuose-pauksciu-tak-su-kombinuotu-namo-sildymu-ir-parkavimo-vieta-1-2787201/
Kaunas,1993,67,3,57000,,2019-09-20,2019-11-21,https://www.aruodas.lt/butai-kaune-silainiuose-naujakuriu-g-parduodamas-3-kambbutas-silainiuose-1-2787107/
Vilnius,1940,57,3,23500,,2019-09-20,2019-11-13,https://www.aruodas.lt/butai-vilniuje-verkiuose-verkiu-g-parduodamas-3kbutasverkiu-regioniame-parke-1-2787105/
Klaipėda,1978,36,2,24999,,2019-09-20,2019-12-03,https://www.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-debreceno-gatveje-parduodamas-2-ju-kambariu-1-2786959/
Klaipėda,2007,91,3,140000,,2019-09-20,2019-09-20,https://www.aruodas.lt/butai-klaipedoje-centre-dariaus-ir-gireno-g-parduodamas-naujos-statybos-puikus-3-kambariu-1-2786945/
Klaipėda,1976,48,2,55000,,2019-09-20,2019-10-30,https://www.aruodas.lt/butai-klaipedoje-naujakiemyje-gedminu-g-parduodamas-dvieju-kambariu-butas-renovuotame-1-2786825/
Marijampolės m.,1983,"78,21",4,39800,,2019-09-19,2019-09-19,https://www.aruodas.lt/butai-marijampoleje-triobiskiuose-panausupio-g-parduodamas-bene-pigiausias-keturiu-kambariu-1-2786649/
Klaipėda,1960,38,2,75000,,2019-09-19,2019-09-19,https://www.aruodas.lt/butai-klaipedoje-centre-danes-g-naujai-irengtas-2-kambariu-butas-3-aukste-is-1-2786561/
Klaipėda,1960,38,2,75000,,2019-09-10,2019-09-11,https://www.aruodas.lt/butai-klaipedoje-centre-danes-g-naujai-irengtas-2-kambariu-butas-3-aukste-is-1-2781855/
Klaipėda,2005,80,3,125000,,2019-09-19,2019-09-19,https://www.aruodas.lt/butai-klaipedoje-vetrungeje-birutes-g-parduodamas-3-kambariu-butas-kotedze-birutes-1-2786295/
Klaipėda,2005,"80,33",3,121000,,2019-12-02,2019-12-02,https://www.aruodas.lt/butai-klaipedoje-vetrungeje-birutes-g-birutes-gatveje-parduodamas-tvarkingas-3-1-2751027/
Vilnius,2008,61,2,89000,,2019-09-19,2019-09-19,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-sviliskiu-g-parduodamas-erdvus-dvieju-kambariu-butas-1-2786291/
Klaipėda,1987,52,2,63000,,2019-09-19,2019-10-10,https://www.aruodas.lt/butai-klaipedoje-mazajame-kaimelyje-kretingos-g-2-kamb-butas-misko-kvartale-52-kv-m-12-1-2775993/
Utenos m.,1972,"48,2",2,27000,,2019-09-19,2019-09-19,https://www.aruodas.lt/butai-utenoje-azuolijos-mikrorajone-naujoji-g-parduodamas-tvarkingas-jaukus-2-k-butas-1-2786225/
Klaipėda,1985,33,1,31500,,2019-09-18,2019-09-18,https://www.aruodas.lt/butai-klaipedoje-mazajame-kaimelyje-veterinarijos-g-mazajame-kaimelyje-veterinarijos-gatveje-1-2786089/
Vilnius,1998,"127,47",4,135000,,2019-09-18,2019-10-09,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-laisves-pr-parduodamas-didelis-ir-tvarkingas-4-u-1-2786055/
Ukmergės m.,1973,"66,9",3,33000,,2019-09-18,2019-09-18,https://www.aruodas.lt/butai-ukmergeje-klaipedos-g-parduodamas-tvarkingas-3-kambariu-butas-1-2785985/
Palanga,2006,66,3,165000,,2019-09-18,2019-09-18,https://www.aruodas.lt/butai-palangoje-sermuksniu-g-parduodamas-puikiai-irengtas-butas-bendras-1-2785981/
Neringos m.,1982,"74,38",4,98000,,2019-09-18,2019-09-18,https://www.aruodas.lt/butai-neringoje-kalno-g-keturiu-kambariu-butas-kalno-gatveje-1-2785967/
Klaipėda,1970,45,2,62000,,2019-09-17,2019-09-17,https://www.aruodas.lt/butai-klaipedoje-centre-sausio-15-osios-g-parduodamas-dvieju-kambariu-butas-centre-su-1-2785347/
Kretingos m.,1992,67,3,47500,,2019-06-17,2019-11-02,https://www.aruodas.lt/butai-kretingoje-zalioji-g-parduodamas-tvarkingas-3-kambariu-butas-1-2319721/
Klaipėda,2012,68,3,105000,,2019-09-17,2019-09-17,https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-dragunu-g-parduodamas-3kambariu-butas-dragunu-g-19a-1-2785225/
Klaipėda,2012,68,3,105000,,2019-07-22,2019-07-22,https://www.aruodas.lt/butai-klaipedoje-mazajame-kaimelyje-dragunu-g-parduodamas-3-kambariu-kambariu-butas-1-2756889/
Klaipėda,1970,"27,5",1,29900,,2019-09-17,2019-11-27,https://www.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-debreceno-g-parduodamas-1-kamb-butas-1-2785201/
Klaipėda,2000,114,4,117000,,2019-09-17,2019-09-17,https://www.aruodas.lt/butai-klaipedoje-zardininkuose-statybininku-pr-parduodamas-4-iu-kambariu-114-kv-m-butas-1-2774775/
Klaipėda,2006,121,4,121000,,2019-09-17,2019-09-17,https://www.aruodas.lt/butai-klaipedoje-centre-sausio-15-osios-g-parduodamas-nestandartinis-4-ju-kambariu-1-2774755/
Klaipėda,1912,121,3,199000,,2019-09-17,2019-09-17,https://www.aruodas.lt/butai-klaipedoje-centre-j-karoso-g-parduodamas-nestandartinis-3-ju-kambariu-1-2774769/
Plungės m.,1981,"46,92",2,39000,,2019-09-17,2019-11-29,https://www.aruodas.lt/butai-plungeje-a-jucio-g-parduodamas-jaukus-skoningai-ir-moderniai-1-2784959/
Vilnius,2019,"88,85",4,244338,"63,08",2019-09-16,2019-11-26,https://www.aruodas.lt/butai-vilniuje-snipiskese-konstitucijos-pr-tower-namai-tiems-kurie-nori-gyventi-1-2784745/
Vilnius,2019,"129,65",4,337090,"92,05",2019-09-16,2019-11-19,https://www.aruodas.lt/butai-vilniuje-snipiskese-konstitucijos-pr-tower-namai-tiems-kurie-nori-gyventi-1-2784743/
Marijampolės m.,1978,"78,84",4,35700,,2019-09-16,2019-09-16,https://www.aruodas.lt/butai-marijampoleje-kvietiskyje-p-armino-g-parduodamas-keturiu-kambariu-butas-ramioje-1-2784605/
Kaunas,1966,63,3,54200,,2019-09-15,2019-09-15,https://www.aruodas.lt/butai-kaune-dainavoje-taikos-pr-parduodamas-3kbutas-1aukste-toliau-nuo-1-2732003/
Kaunas,2018,72,3,125000,,2019-09-15,2019-11-06,https://www.aruodas.lt/butai-kaune-aukstuosiuose-sanciuose-verkiu-g-irengtas-3-ju-kambariu-butas-1-ame-aukste-su-1-2783845/
Kaunas,1986,37,1,37500,,2019-09-14,2019-11-04,https://www.aruodas.lt/butai-kaune-silainiuose-rietavo-g-parduodamas-sviesus-ir-tvarkingas-1-kambario-1-2783551/
Klaipėdos r. sav.,1957,38,1,42000,,2019-09-13,2019-10-14,https://www.aruodas.lt/butai-klaipedos-rajone-priekules-m-zalgirio-g-jaukus-1-kambario-butas-virtuve-su-svetaine-1-2783459/
Akmenės r. sav.,1980,"46,99",2,17500,,2019-09-13,2019-09-16,https://www.aruodas.lt/butai-akmeneje-naujosios-akmenes-m-respublikos-g-su-vaizdu-i-berzyna-naujosios-akmenes-mieste-1-2783389/
Palanga,1990,76,4,65000,,2019-09-13,2019-09-13,https://www.aruodas.lt/butai-palangoje-medvalakio-g-parduodamas-4-kambariu-butas-palangoje-1-2783319/
Palanga,1990,76,4,65000,,2019-05-09,2019-11-28,https://www.aruodas.lt/butai-palangoje-medvalakio-g-parduodamas-4-kambariu-butas-medvalakio-g-1-2720533/
Palanga,2003,155,5,195000,,2019-09-13,2019-09-13,https://www.aruodas.lt/butai-palangoje-vytauto-g-parduodami-treji-apartamentai-palangoje-1-2783307/
Palanga,1989,34,2,41000,,2019-09-13,2019-09-13,https://www.aruodas.lt/butai-palangoje-vanagupes-g-parduodamas-2-kambariu-butas-salia-pusyno-1-2783301/
Palanga,2008,42,2,78000,,2019-09-13,2019-09-13,https://www.aruodas.lt/butai-palangoje-vanagupes-g-2-kambariu-butas-palangoje-vanagupes-g-1-2783257/
Palanga,1976,"48,34",2,72000,,2019-09-13,2019-09-13,https://www.aruodas.lt/butai-palangoje-j-janonio-g-parduodamas-2-kambariu-butas-j-janonio-g-1-2783241/
Trakų r. sav.,1996,"70,15",3,58000,,2019-09-13,2019-11-12,https://www.aruodas.lt/butai-trakuose-lentvario-m-pakalnes-g-parduodamas-3-kambariu-butas-salia-miesto-1-2783235/
Palanga,1976,75,4,84000,,2019-09-13,2019-09-13,https://www.aruodas.lt/butai-palangoje-jurates-g-parduodamas-4-kambariu-butas-jurates-g-1-2783221/
Vilnius,1960,45,2,32500,,2019-09-13,2019-11-06,https://www.aruodas.lt/butai-vilniuje-salininkuose-skaisteros-g-parduodamas-2-ju-kambariu-butas-salininkuose-1-2783203/
Neringos m.,1920,"62,42",3,120000,,2019-09-13,2019-09-18,https://www.aruodas.lt/butai-neringoje-l-rezos-g-pilnai-irengtas-3-kambariu-butas-juodkranteje-1-2783181/
Palanga,1993,"80,96",4,70000,,2019-09-12,2019-09-12,https://www.aruodas.lt/butai-palangoje-kretingos-g-parduodamas-4-kambariu-butas-kretingos-g-1-2751757/
Palanga,1975,"22,4",1,30000,,2019-09-12,2019-11-21,https://www.aruodas.lt/butai-palangoje-druskininku-g-parduodamas-1-o-kambario-butas-centrineje-1-2668349/
Klaipėda,1939,65,3,99500,,2019-09-12,2019-11-04,https://www.aruodas.lt/butai-klaipedoje-centre-ramioji-g-renovuotas-namas-klaipedos-senamiestyje-1-2782839/
Druskininkų m.,2009,"59,65",2,75765,,2019-09-12,2019-09-12,https://www.aruodas.lt/butai-druskininkuose-vilniaus-al-parduodamas-naujos-statybos-dvieju-kambariu-1-2782715/
Druskininkų m.,2009,"61,69",2,77930,,2019-09-12,2019-09-12,https://www.aruodas.lt/butai-druskininkuose-vilniaus-al-parduodamas-naujos-statybos-dvieju-kambariu-1-2782701/
Druskininkų m.,2009,"61,87",2,75765,,2019-09-12,2019-09-12,https://www.aruodas.lt/butai-druskininkuose-vilniaus-al-parduodami-naujos-statybos-dvieju-kambariu-1-2782665/
Druskininkų m.,2009,"53,73",2,71435,,2019-09-12,2019-11-05,https://www.aruodas.lt/butai-druskininkuose-vilniaus-al-parduodamas-pigiausias-naujos-statybos-dvieju-1-2782657/
Palanga,1980,67,3,69500,,2019-09-11,2019-11-20,https://www.aruodas.lt/butai-palangoje-sodu-g-3-kambariu-erdvus-butas-palangoje-sodu-g-1-2782525/
Klaipėda,2008,"88,14",3,135000,,2019-09-11,2019-11-06,https://www.aruodas.lt/butai-klaipedoje-senamiestyje-dariaus-ir-gireno-g-klaipedos-senamiestyje-parduodamas-kokybiskai-1-2782397/
Utenos m.,1993,"59,44",3,58500,,2019-09-11,2019-12-03,https://www.aruodas.lt/butai-utenoje-smelio-mikrorajone-kampo-g-kampo-gatveje-patogioje-vietoje-muriniame-1-2782285/
Druskininkų m.,2009,"63,07",3,145000,,2019-09-11,2019-09-11,https://www.aruodas.lt/butai-druskininkuose-t-kosciuskos-g-parduodamas-irengtas-3-kambariu-butas-1-2782277/
Klaipėda,1962,"119,85",4,120000,,2019-09-11,2019-09-11,https://www.aruodas.lt/butai-klaipedoje-sportininkuose-stadiono-g-klaipedoje-ramioje-uzdaroje-gatveje-1-2782131/
Ignalinos r. sav.,1975,"60,38",3,5900,,2019-09-11,2019-10-24,https://www.aruodas.lt/butai-ignalinoje-didziasalio-k-agarinio-g-parduodamas-be-skolu-suremontuotas-su-1-2781999/
Kaunas,2018,64,2,75000,,2019-09-10,2019-11-20,https://www.aruodas.lt/butai-kaune-zemutiniuose-kaniukuose-raudondvario-pl-butai-ringauduose-parduodami-pilnai-irengti-1-2781857/
Jonavos m.,1960,48,2,21000,,2019-09-10,2019-11-26,https://www.aruodas.lt/butai-jonavoje-zeimiu-g-parduodamas-tvarkingas-2-kambariu-butas-su-1-2781803/
Klaipėda,1983,65,3,65800,,2019-09-10,2019-10-02,https://www.aruodas.lt/butai-klaipedoje-smelteje-i-simonaitytes-g-parduodamas-3-kambariu-butas-butas-sviesus-1-2735171/
Jonavos m.,2015,46,2,54500,,2019-09-10,2019-11-11,https://www.aruodas.lt/butai-jonavoje-vasario-16-osios-g-liko-7-dienos-iki-rezervacijos-pabaigos-1-2781689/
Biržų m.,1972,"57,55",3,23000,,2019-09-10,2019-09-18,https://www.aruodas.lt/butai-birzuose-vytauto-g-parduodamas-tvarkingas-3-kambariu-butas-1-2781475/
Marijampolės m.,1994,50,2,30000,,2019-09-10,2019-11-21,https://www.aruodas.lt/butai-marijampoleje-tarpuciuose-kosmonautu-g-parduodamas-2-kambariu-butas-marijampoleje-1-2781385/
Vilnius,1979,32,1,26500,,2019-09-09,2019-11-16,https://www.aruodas.lt/butai-vilniuje-dvarcionyse-keramiku-g-parduodamas-1-kamb-bendrabutinio-tipo-butas-1-2781147/
Vilnius,1975,32,2,26800,,2019-09-09,2019-11-18,https://www.aruodas.lt/butai-vilniuje-dvarcionyse-keramiku-g-parduodamas-2-ju-kamb-bendrabutinio-tipo-1-2781145/
Palanga,2008,"69,91",2,155000,,2019-09-09,2019-11-12,https://www.aruodas.lt/butai-palangoje-a-mickeviciaus-g-parduodamas-irengtas-6991-kvm-butas-1-2495743/
Palanga,2008,"50,07",2,139000,,2019-09-09,2019-11-12,https://www.aruodas.lt/butai-palangoje-s-neries-g-parduodamas-prabangiai-ir-labai-kokybiskai-1-2612549/
Vilnius,1992,69,3,83000,"32,43",2019-09-09,2019-11-24,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-s-staneviciaus-g-parduodamas-puikus-3-k-butas-prie-pusyno-1-2780965/
Vilnius,2019,"59,44",2,160488,"42,20",2019-09-09,2019-09-09,https://www.aruodas.lt/butai-vilniuje-snipiskese-konstitucijos-pr-parduodamas-2-iu-kambariu-5944-kvm-butas-su-1-2705179/
Klaipėda,1968,18,1,15000,,2019-09-09,2019-09-09,https://www.aruodas.lt/butai-klaipedoje-kauno-mikrorajone-taikos-pr-parduodamas-18-kvm-labai-tvarkingas-1-2780861/
Vilnius,2017,93,4,369000,,2019-09-09,2019-11-14,https://www.aruodas.lt/butai-vilniuje-valakampiuose-nemencines-pl-parduodamas-naujas-stilingas-dizaineriu-1-2780791/
Vilnius,2017,166,4,369000,,2019-09-09,2019-12-03,https://www.aruodas.lt/butai-vilniuje-antakalnyje-nemencines-pl-parduodamas-naujas-stilingas-dizaineriu-1-2780789/
Klaipėda,1997,78,3,68000,,2019-09-09,2019-09-09,https://www.aruodas.lt/butai-klaipedoje-varpuose-liubeko-g-parduodamas-3-ju-kambariu-su-holu-butas-1-2716053/
Vilnius,1940,"81,18",3,209000,,2019-09-09,2019-09-17,https://www.aruodas.lt/butai-vilniuje-senamiestyje-didzioji-g-a-great-investment-opportunity-in-the-heart-1-2306285/
Kaunas,1981,52,2,61000,,2019-09-08,2019-09-25,https://www.aruodas.lt/butai-kaune-zaliakalnyje-grazinos-g-tvarkingas-siltas-vidinis-2-kamb-butas-1-2780261/
Kaunas,2015,85,2,255000,,2019-09-07,2019-09-07,https://www.aruodas.lt/butai-kaune-centre-laisves-al-parduodamas-85-kvm-butas-prestizineje-kauno-1-2627357/
Vilnius,1996,"116,7",3,185000,,2019-09-06,2019-11-20,https://www.aruodas.lt/butai-vilniuje-lazdyneliuose-bukciu-g-parduodamas-3-kambariu-1167-kv-butas-salia-1-2779621/
Kėdainių m.,1991,"79,92",4,47000,,2019-09-01,2019-11-25,https://www.aruodas.lt/butai-kedainiuose-chemiku-g-parduodamas-4-kamb-jaukus-butas-chemiku-1-2776631/
Šiauliai,1990,50,2,45000,"34,00",2019-09-05,2019-12-02,https://www.aruodas.lt/butai-siauliuose-gytariuose-k-korsako-g-parduodamas-2k-butas-kkorsako-g-siauliai-1-2779587/
Palanga,1976,"22,36",1,34000,,2019-09-05,2019-09-25,https://www.aruodas.lt/butai-palangoje-vytauto-g-dizainerio-irengtas-ekletiskas-stilius-1-2779523/
Palanga,1984,48,2,69000,,2019-09-05,2019-11-25,https://www.aruodas.lt/butai-palangoje-jurates-g-parduodamas-2-kambariu-butas-jurates-g-1-2779513/
Palanga,1975,47,2,69000,,2019-06-12,2019-10-07,https://www.aruodas.lt/butai-palangoje-jurates-g-2-kambariu-butas-jurates-gpalangoje-1-2737975/
Vilnius,1960,37,2,139000,,2019-09-05,2019-09-05,https://www.aruodas.lt/butai-vilniuje-senamiestyje-s-skapo-g--butas-paciame-vilniaus-senamiestyje-1-2779389/
Plungės m.,1973,"62,91",3,43000,,2019-09-05,2019-10-14,https://www.aruodas.lt/butai-plungeje-telsiu-g-parduodamas-tvarkingas-skoningai-irengtas-3-1-2779383/
Druskininkų m.,2007,"50,21",2,85000,,2019-09-05,2019-11-12,https://www.aruodas.lt/butai-druskininkuose-liepu-g-parduodamas-naujai-irengtas-dvieju-kambariu-1-2779381/
Palanga,2008,42,1,62000,,2019-09-05,2019-09-05,https://www.aruodas.lt/butai-palangoje-veziu-g-parduodamas-1-kambario-butas-veziu-g-1-2779177/
Palanga,2008,42,1,62000,,2019-03-03,2019-10-09,https://www.aruodas.lt/butai-palangoje-veziu-g-parduodamas-butas-naujos-statybos-name-1-2684701/
Kaunas,1978,44,2,42000,,2019-09-05,2019-11-29,https://www.aruodas.lt/butai-kaune-dainavoje-v-kreves-pr-jaukus-sviesus-ekonomiskas-butas-dainavoje-1-2779125/
Vilnius,2007,"32,5",1,68000,"18,20",2019-09-05,2019-11-13,https://www.aruodas.lt/butai-vilniuje-santariskese-santariskiu-g-parduodamas-1k-butas-santariskiu-raj-325-1-2779121/
Klaipėda,1910,145,4,170000,,2019-09-04,2019-09-04,https://www.aruodas.lt/butai-klaipedoje-centre-s-neries-g-4-kambariu-butas-klaipedos-miesto-centre-s-1-2778831/
Panevėžys,1985,64,3,50000,,2019-09-04,2019-09-04,https://www.aruodas.lt/butai-panevezyje-kniaudiskyje-molainiu-g-suremontuotas-naujo-planavimo-3-kambariu-1-2778747/
Klaipėda,1988,78,3,66900,,2019-09-04,2019-10-08,https://www.aruodas.lt/butai-klaipedoje-banduziuose-vingio-g-parduodamas-pilnai-suremontuotas-3-kambariu-1-2778675/
Panevėžys,1964,57,2,47000,,2019-09-04,2019-09-04,https://www.aruodas.lt/butai-panevezyje-centre-vasario-16-osios-g-bustas-ieskantiems-originalumo-1-2764489/
Klaipėda,1972,55,2,76500,,2019-09-04,2019-09-26,https://www.aruodas.lt/butai-klaipedoje-centre-ramioji-g-klaipedos-centre-ramiojoje-g-parduodamas-2-1-2778469/
Palanga,1998,90,3,65000,,2019-09-04,2019-11-05,https://www.aruodas.lt/butai-palangoje-lauku-g-parduodamas-3-kambariu-butas-lauku-g-1-2778447/
Palanga,1998,90,3,65000,,2019-04-26,2019-11-19,https://www.aruodas.lt/butai-palangoje-lauku-g-parduodamas-3-k-butas-be-tarpininku-1-2713435/
Palanga,2003,63,3,79900,,2019-09-03,2019-11-28,https://www.aruodas.lt/butai-palangoje-kretingos-g-parduodamas-3-kambariu-butas-nuosavame-name-1-2778279/
Klaipėda,1988,76,3,69000,,2019-09-03,2019-09-03,https://www.aruodas.lt/butai-klaipedoje-centre-rumpiskes-g-parduodamas-3-su-holu-butas-klaipedos-miesto-1-2679227/
Vilnius,2003,73,3,96900,,2019-09-03,2019-10-25,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-jurgio-baltrusaicio-g-parduodamas-erdvus-2-izoliuotu-kambariu-butas-1-2778057/
Vilnius,2008,82,3,126900,"43,46",2019-09-03,2019-09-16,https://www.aruodas.lt/butai-vilniuje-bajoruose-bajoru-kel-parduodamas-3-kambariu-butas-bajoruose-1-2778051/
Klaipėda,1936,65,2,67000,,2019-09-03,2019-10-02,https://www.aruodas.lt/butai-klaipedoje-centre-rumpiskes-g-parduodamas-erdvus-65-kv-dvieju-kambariu-1-2777969/
Klaipėda,1930,42,3,58000,,2019-09-03,2019-10-31,https://www.aruodas.lt/butai-klaipedoje-centre-baltikalnio-g-parduodame-tvarkinga-2-ju-kamb-buta-miesto-1-2777849/
Klaipėda,2010,46,2,74500,,2019-09-03,2019-10-11,https://www.aruodas.lt/butai-klaipedoje-alksnyneje-taikos-pr-parduodamas-2-ju-kambariu-butas-naujos-1-2777829/
Vilnius,2009,"98,56",3,150000,,2019-09-02,2019-09-03,https://www.aruodas.lt/butai-vilniuje-rasose-varsuvos-g-parduodamas-3-kambariu-butas-rasose-varsuvos-1-2777373/
Palanga,2006,"64,01",3,165000,,2019-09-02,2019-11-12,https://www.aruodas.lt/butai-palangoje-s-neries-g-parduodamas-64-kvm-3-kamb-butas-su-1-2296487/
Palanga,2008,"62,18",2,145000,,2019-09-02,2019-10-28,https://www.aruodas.lt/butai-palangoje-a-mickeviciaus-g-parduodamas-irengtas-6218-kvm-butas-1-2495735/
Palanga,1977,"64,97",3,62000,,2019-09-02,2019-10-28,https://www.aruodas.lt/butai-palangoje-bangu-g-parduodamas-irengtas-6497-kvm-3-kamb-1-2500575/
Palanga,2014,"32,55",2,81900,,2019-09-02,2019-09-13,https://www.aruodas.lt/butai-palangoje-uzkanaves-g-parduodamas-irengtas-3255-kvm-2-kamb-su-1-2630791/
Palanga,2009,"78,39",3,450000,,2019-09-02,2019-11-12,https://www.aruodas.lt/butai-palangoje-s-daukanto-g-parduodamas-78-kvm-prabangiai-irengtas-butas-1-2612519/
Vilnius,1959,"76,52",3,125000,"86,47",2019-09-02,2019-09-02,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-t-sevcenkos-g-butas-aukstomis-lubomis-15-min-pesciomis-nuo-1-2777231/
Klaipėda,1920,40,2,40000,,2019-09-02,2019-09-02,https://www.aruodas.lt/butai-klaipedoje-centre-bangu-g-parduodamas-jaukus-2-kambariu-butas-bangu-g-1-2777213/
Klaipėda,1976,82,3,119000,,2019-09-02,2019-09-02,https://www.aruodas.lt/butai-klaipedoje-centre-h-manto-g-parduodamas-3-kambariu-butas-hmanto-g-1-2777199/
