city,years,area,rooms,price,url
Klaipėdos m.,1963,"48,84",2,76000,https://www.skelbiu.lt/skelbimai/butas-s-daukanto-gatveje-44805081.html
Mažeikių m.,1962,"41,67",2,26500,https://www.skelbiu.lt/skelbimai/2-k-butas-1-aukste-renovuotame-name-v-burbos-44795403.html
Tytuvėnų m.,1986,80,3,27000,https://www.skelbiu.lt/skelbimai/parduodamas-butas-42733933.html
Šiaulių m.,1984,50,2,49000,https://www.skelbiu.lt/skelbimai/parduodamas-3k-butas-radviliskio-g-3a-panevezyje-41688649.html
Obelių Priemiesčio k.,1988,120,3,12000,https://www.skelbiu.lt/skelbimai/parduodamas-butas-43499881.html
Šilalės m.,1991,67,2,32000,https://www.skelbiu.lt/skelbimai/parduodamas-butas-silaleje-kovo-11-osios-g-28098503.html
Naujosios Akmenės m.,1974,61,3,12900,https://www.skelbiu.lt/skelbimai/savininkas-edvus-butas-geroje-vietoje-44789747.html
Šiaulių m.,1985,65,3,70600,https://www.skelbiu.lt/skelbimai/3kamb-butas-centre-32970465.html
Kauno m.,1919,120,4,98000,https://www.skelbiu.lt/skelbimai/butas-44787231.html
Tauragės m.,1972,66,3,42000,https://www.skelbiu.lt/skelbimai/butas-43497723.html
Kauno m.,2007,86,4,114900,https://www.skelbiu.lt/skelbimai/4-iu-kambariu-butas-eiguliuose-44785875.html
Šilutės m.,1981,"34,48",1,22000,https://www.skelbiu.lt/skelbimai/parduodamas-1-kambario-butas-jaunimo-al-1-silute-44778851.html
Šilutės m.,1971,"64,82",4,37000,https://www.skelbiu.lt/skelbimai/parduodamas-4-iu-kambariu-butas-taikos-g-8-silute-44778173.html
Kauno m.,1939,"31,11",2,34900,https://www.skelbiu.lt/skelbimai/1-5-kambario-butas-su-terasa-44775021.html
Klaipėdos m.,1987,64,2,62000,https://www.skelbiu.lt/skelbimai/2-ju-su-holu-suremontuotas-butas-44778031.html
Alytaus m.,1962,77,4,40000,https://www.skelbiu.lt/skelbimai/parduodu-4-kambariu-buta-44775371.html
Kauno m.,1989,34,2,38000,https://www.skelbiu.lt/skelbimai/kaunas-vilijampole-raudondvario-pl-2-kambariu-44775083.html
Raseinių m.,1970,45,2,31999,https://www.skelbiu.lt/skelbimai/parduodamas-2-ju-kambariu-butas-44764767.html
Marijampolės m.,1979,"47,46",2,22000,https://www.skelbiu.lt/skelbimai/parduodu-2-kambariu-buta-44773297.html
Panevėžio m.,1993,76,3,65000,https://www.skelbiu.lt/skelbimai/seinu-g-44772213.html
Mažeikių m.,1980,"37,24",2,10000,https://www.skelbiu.lt/skelbimai/parduodamas-butas-del-kainos-galima-deretis-43954501.html
Klaipėdos m.,1966,38,2,49000,https://www.skelbiu.lt/skelbimai/2k-butas-klaipedoje-25959089.html
Gargždų m.,2007,60,3,73000,https://www.skelbiu.lt/skelbimai/parduodamas-3-kambariu-butas-gargzduose-39635167.html
Gargždų m.,2007,60,3,73000,https://www.skelbiu.lt/skelbimai/parduodamas-butas-gargzduose-naujos-statybos-name-39692589.html
Širvintų m.,1960,42,2,49000,https://www.skelbiu.lt/skelbimai/parduodamas-2-ju-kambariu-butas-44760913.html
Barstyčių mstl.,1974,"90,23",4,10990,https://www.skelbiu.lt/skelbimai/parduodamas-4-kamb-butas-skuodo-raj-barstyciuose-44759555.html
Klaipėdos m.,1972,27,1,48000,https://www.skelbiu.lt/skelbimai/3-ju-kambariu-butas-siauliu-g-44759115.html
Klaipėdos m.,1974,33,1,37000,https://www.skelbiu.lt/skelbimai/1-o-kamb-butas-baltijos-pr-arciau-taikos-pr-44757615.html
Vilniaus m.,2005,84,3,229000,https://www.skelbiu.lt/skelbimai/geras-3-kambariu-butas-antakalnis-44755953.html
Plungės m.,1970,"44,49",2,33000,https://www.skelbiu.lt/skelbimai/parduodamas-butas-44754543.html
Palangos m.,2017,40,1,138500,https://www.skelbiu.lt/skelbimai/praduodu-1-5-kambario-studio-s-daukanto-g-41772917.html
Vilniaus m.,1980,"35,33",1,59000,https://www.skelbiu.lt/skelbimai/1-kambario-butas-be-tarpininku-44754321.html
Kauno m.,1982,70,3,75000,https://www.skelbiu.lt/skelbimai/superinis-butas-eiguliuose-3-aukste-44752969.html
Mažeikių m.,1991,45,2,12500,https://www.skelbiu.lt/skelbimai/parduodamas-2-kambariu-butas-su-baldais-44752579.html
Klaipėdos m.,1960,49,2,38000,https://www.skelbiu.lt/skelbimai/pigus-2-kambariu-butas-minijos-g-42717081.html
Klaipėdos m.,1991,47,2,50999,https://www.skelbiu.lt/skelbimai/parduodamas-2kambariu-butas-44749701.html
Klaipėdos m.,1986,55,2,53000,https://www.skelbiu.lt/skelbimai/2-kambariu-butas-su-mazuoju-holu-44749577.html
Kvėdarnos mstl.,1989,"0,56",2,22000,https://www.skelbiu.lt/skelbimai/skubiai-dvieju-kambariu-buta-44749465.html
Kazlų Rūdos m.,1984,88,4,28889,https://www.skelbiu.lt/skelbimai/4-kambariu-butas-41254273.html
Mažeikių m.,1987,50,2,21500,https://www.skelbiu.lt/skelbimai/skubiai-parduodu-2k-buta-4a-ventos-g-43547841.html
Mažeikių m.,1981,50,2,32000,https://www.skelbiu.lt/skelbimai/tvarkingas-2-kambariu-butas-36473851.html
Gargždų m.,1980,48,2,55000,https://www.skelbiu.lt/skelbimai/parduodamas-butas-gargzduose-miesto-centre-43446525.html
Šiaulių m.,1971,"44,30",2,33500,https://www.skelbiu.lt/skelbimai/dvieju-kambariu-butas-saules-takas-iia-44737123.html
Alytaus m.,1978,"50,07",2,40500,https://www.skelbiu.lt/skelbimai/parduodamas-2ju-kambariu-50kv-m-butas-alytuje-42750357.html
Kauno m.,1985,"54,81",2,54000,https://www.skelbiu.lt/skelbimai/2kamb-butas-kalnieciuose-44736203.html
Kelmės m.,1964,"40,31",2,38000,https://www.skelbiu.lt/skelbimai/parduodamas-butas-biuras-43946761.html
Druskininkų m.,1986,49,2,64000,https://www.skelbiu.lt/skelbimai/parduoda-44735695.html
Radžiūnų k.,1984,74,4,27000,https://www.skelbiu.lt/skelbimai/4-kambariu-butas-radziunuose-43515949.html
Kauno m.,1979,"50,12",2,62000,https://www.skelbiu.lt/skelbimai/kaunas-kalnieciai-savanoriu-pr-2-kambariu-buta-44735293.html
Marijampolės m.,1987,35,1,36000,https://www.skelbiu.lt/skelbimai/parduodamas-1-kambario-butas-44734755.html
Pagėgių m.,1962,"28,66",1,12500,https://www.skelbiu.lt/skelbimai/parduomas-1-kambario-butas-44734181.html
Biržų m.,1977,50,2,23000,https://www.skelbiu.lt/skelbimai/parduodamas-2kamb-butas-44730491.html
Tauragės m.,1987,65,3,48000,https://www.skelbiu.lt/skelbimai/parduodamas-3-kambariu-butas-44732275.html
Aukštikalnių k.,1965,55,3,45000,https://www.skelbiu.lt/skelbimai/parduodamas-3-kambariu-butas-39336311.html
Gargždų m.,1994,120,3,54000,https://www.skelbiu.lt/skelbimai/gargzduose-19634754.html
Tytuvėnų m.,1940,30,2,6000,https://www.skelbiu.lt/skelbimai/dvieju-kambariu-butas-36955867.html
Panevėžio m.,2016,"75,50",3,119000,https://www.skelbiu.lt/skelbimai/butas-kotedzas-ziedo-kvartale-42787213.html
Pagėgių m.,1962,46,2,24000,https://www.skelbiu.lt/skelbimai/jaukus-butas-pagegiuose-44730499.html
Neringos m.,2008,45,2,135000,https://www.skelbiu.lt/skelbimai/apartamentai-nidoje-43499505.html
Klaipėdos m.,1966,56,3,74000,https://www.skelbiu.lt/skelbimai/parduodamas-3-ieju-kambariu-butas-44728795.html
Jonavos m.,1981,82,4,51000,https://www.skelbiu.lt/skelbimai/4k-butas-44726145.html
Pašyšių k.,1977,50,2,20000,https://www.skelbiu.lt/skelbimai/2-kamb-butas-43979603.html
Klaipėdos m.,1978,65,3,65000,https://www.skelbiu.lt/skelbimai/3-kambariu-butas-44722045.html
Domeikavos k.,1964,"43,19",2,42000,https://www.skelbiu.lt/skelbimai/butas-44721453.html
Šilalės m.,1977,"48,88",2,48000,https://www.skelbiu.lt/skelbimai/parduodamas-butas-44720961.html
Tiskūnų k.,1985,37,1,12000,https://www.skelbiu.lt/skelbimai/parduodu-sutvarkyta-37-kv-m-buta-44720673.html
Kauno m.,1972,50,2,54000,https://www.skelbiu.lt/skelbimai/parduodamas-2kamb-butas-dainavoje-44718611.html
Panevėžio m.,2015,54,2,95000,https://www.skelbiu.lt/skelbimai/2k-kotedzo-tipo-butas-44718241.html
Eičių k.,1985,47,2,15500,https://www.skelbiu.lt/skelbimai/dvieju-kambariu-butas-zemes-sklypas-su-pirtimi-39062103.html
Alytaus m.,1974,67,3,49000,https://www.skelbiu.lt/skelbimai/parduodamas-3-ju-kambariu-butas-alytuje-44716673.html
Pravieniškių k.,1978,"53,10",2,28000,https://www.skelbiu.lt/skelbimai/parduodamas-2-ju-kambariu-butas-44713291.html
Kazlų Rūdos m.,1988,"32,91",1,12000,https://www.skelbiu.lt/skelbimai/1-kambario-butas-44709731.html
Kretingos m.,1979,"61,35",3,46000,https://www.skelbiu.lt/skelbimai/parduodamas-3-kambariu-butas-44707605.html
Nemenčinės m.,1968,45,2,48000,https://www.skelbiu.lt/skelbimai/dvieju-kambariu-butas-43613853.html
Palangos m.,1994,75,3,73000,https://www.skelbiu.lt/skelbimai/3-kambariu-butas-druskininku-g-40596537.html
Alytaus m.,1974,65,3,30000,https://www.skelbiu.lt/skelbimai/buto-pardavimas-40826447.html
Šiaulių m.,1978,53,2,45000,https://www.skelbiu.lt/skelbimai/parduodu-42736279.html
Visagino m.,1985,51,2,15200,https://www.skelbiu.lt/skelbimai/parduodu-2-kambariu-buta-visagine-taikos-pr-58-44699945.html
Šiaulių m.,1962,"41,77",2,32000,https://www.skelbiu.lt/skelbimai/butas-siauliu-centre-44699713.html
Jonavos m.,1987,53,2,55000,https://www.skelbiu.lt/skelbimai/parduodamas-2-ju-kambariu-butas-po-remonto-44699383.html
Ukmergės m.,1997,"49,94",2,39000,https://www.skelbiu.lt/skelbimai/parduodamas-butas-44698259.html
Palangos m.,1989,50,2,49500,https://www.skelbiu.lt/skelbimai/tvarkingas-dvieju-kambariu-butas-44697759.html
Rokiškio m.,1989,64,3,38500,https://www.skelbiu.lt/skelbimai/parduodamas-sviesus-butas-rokiskyje-44695509.html
Rokiškio m.,1989,82,4,40000,https://www.skelbiu.lt/skelbimai/parduodamas-4-kambariu-butas-rokiskyje-44695309.html
Kelmės m.,1997,40,2,26500,https://www.skelbiu.lt/skelbimai/butas-kelmeje-janonio-gatve-44691909.html
Vilniaus m.,1901,91,2,182000,https://www.skelbiu.lt/skelbimai/mansardinis-butas-senamiestyje-traku-g-12-33530937.html
Gargždų m.,1967,40,2,36000,https://www.skelbiu.lt/skelbimai/namo-dalis-gargzduose-44691241.html
Marijampolės m.,1971,"57,88",3,74000,https://www.skelbiu.lt/skelbimai/parduodamas-44691197.html
Marijampolės m.,1966,25,1,14000,https://www.skelbiu.lt/skelbimai/parduodamas-butas-draugystes-17name-44689189.html
Pagėgių m.,1964,78,3,12000,https://www.skelbiu.lt/skelbimai/parduodamas-butas-pagiegiuose-43340387.html
Telšių m.,1909,"28,51",1,12600,https://www.skelbiu.lt/skelbimai/parduodamas-butas-telsiuose-43259997.html
Kėdainių m.,1991,60,2,17000,https://www.skelbiu.lt/skelbimai/parduodami-naujai-suremontuoti-butai-kedainiuose-44684405.html
Marijampolės m.,1982,"76,12",4,45000,https://www.skelbiu.lt/skelbimai/parduodamas-keturiu-kambariu-butas-44676825.html
Panevėžio m.,1985,68,3,59000,https://www.skelbiu.lt/skelbimai/trju-kambariu-butas-zvaigzdziu-g-44078699.html
Kauno m.,1968,30,1,36000,https://www.skelbiu.lt/skelbimai/butas-pirmame-aukste-43309221.html
Rokiškio m.,1989,52,2,17000,https://www.skelbiu.lt/skelbimai/skubiai-parduodamas-2kambariu-butas-44645441.html
Marijampolės m.,1974,51,2,39999,https://www.skelbiu.lt/skelbimai/parduodamas-2-kambariu-butas-44674177.html
Alytaus m.,1973,47,2,27000,https://www.skelbiu.lt/skelbimai/parduodamas-2-kambariu-butas-zuvinto-5c-43467849.html
Šilalės m.,1985,64,2,25000,https://www.skelbiu.lt/skelbimai/skubiai-parduodamas-2-kambariu-butas-su-holu-42731371.html
Kėdainių m.,1983,"51,26",2,28000,https://www.skelbiu.lt/skelbimai/parduodamas-butas-44671423.html
Prienų m.,1991,64,3,43500,https://www.skelbiu.lt/skelbimai/parduodamas-triju-kambariu-butas-prienu-mieste-44670371.html
Marijampolės m.,1970,57,3,62000,https://www.skelbiu.lt/skelbimai/parduodamas-3-kambariu-butas-44668433.html
Utenos m.,1986,"72,77",3,40000,https://www.skelbiu.lt/skelbimai/utenos-mieste-ezero-g-5-parduodamas-butas-44667859.html
Mažeikių m.,1985,50,2,22000,https://www.skelbiu.lt/skelbimai/patogioje-vietoje-prie-gabijos-gimnazijos-44667367.html
Palangos m.,2013,30,2,77500,https://www.skelbiu.lt/skelbimai/parduodamas-butas-palangoje-40516995.html
Plungės m.,1987,31,1,22000,https://www.skelbiu.lt/skelbimai/1-kambario-butas-macernio-gatveje-43297993.html
Matlaukio k.,1970,1,2,6000,https://www.skelbiu.lt/skelbimai/butas-44647891.html
Naujosios Akmenės m.,1958,27,1,10000,https://www.skelbiu.lt/skelbimai/1-k-butas-senamiestyje-44661155.html
Kauno m.,1978,78,4,58500,https://www.skelbiu.lt/skelbimai/4-kamb-butas-priesais-siaures-autoservisa-44659585.html
Klaipėdos m.,2008,46,2,72000,https://www.skelbiu.lt/skelbimai/arkados-name-2-kambariu-butas-44659147.html
Klaipėdos m.,1973,18,1,6850,https://www.skelbiu.lt/skelbimai/18-kv-m-3aukstas-kambarys-silutes-pl-6850-eur-44654425.html
Mažeikių m.,1989,61,2,37500,https://www.skelbiu.lt/skelbimai/3-kambariu-su-holu-irengta-isdidinta-perplanuota-39977709.html
Mažeikių m.,1989,41,1,37500,https://www.skelbiu.lt/skelbimai/isdidinta-perplanuota-irengta-3-kamb-su-holu-buta-39965729.html
Mažeikių m.,1989,79,3,37500,https://www.skelbiu.lt/skelbimai/3-k-su-holu-irengta-perplanuota-buta-issimoketina-39964409.html
Plungės m.,1988,33,1,33000,https://www.skelbiu.lt/skelbimai/puikus-1k-butas-43878441.html
Klaipėdos m.,1994,78,3,56000,https://www.skelbiu.lt/skelbimai/didziulis-butas-iesko-nauju-savininku-39380507.html
Palangos m.,2016,32,1,75000,https://www.skelbiu.lt/skelbimai/siulau-vieno-kambario-buta-palangoje-kaina-75000-e-22926615.html
Verpenos k.,1930,"40,50",1,7777,https://www.skelbiu.lt/skelbimai/butas-verpenoje-44647077.html
Plungės m.,1987,52,2,40000,https://www.skelbiu.lt/skelbimai/2-kambariu-butas-39435235.html
Agluonėnų k.,1990,54,2,45500,https://www.skelbiu.lt/skelbimai/agluonenai-2-kambariu-butas-su-garazu-zeme-sodu-22584125.html
Klaipėdos m.,2004,54,2,74000,https://www.skelbiu.lt/skelbimai/geras-variantas-44638847.html
Marijampolės m.,1970,36,2,20000,https://www.skelbiu.lt/skelbimai/butas-marijampoleje-42212233.html
Klaipėdos m.,2006,88,4,134000,https://www.skelbiu.lt/skelbimai/butas-dragunuose-88-kv-m-balkonas-stovejimo-vieta-36645059.html
Kaišiadorių m.,1989,"48,99",2,35000,https://www.skelbiu.lt/skelbimai/butas-44627205.html
Naujosios Akmenės m.,1979,50,2,15000,https://www.skelbiu.lt/skelbimai/butas-centre-40680855.html
Palangos m.,2010,90,3,115000,https://www.skelbiu.lt/skelbimai/parduodamas-erdvus-butas-salia-stadiono-41213631.html
Klaipėdos m.,2018,49,2,85000,https://www.skelbiu.lt/skelbimai/2-kambariu-puikiai-irengtas-butas-su-parkingu-44623547.html
Alytaus m.,1986,68,3,53000,https://www.skelbiu.lt/skelbimai/parduodamas-3kambariu-butas-44622071.html
Klaipėdos m.,1991,1,2,52999,https://www.skelbiu.lt/skelbimai/parduodamas-2kambariu-butas-44621539.html
Biržų m.,1972,60,3,21000,https://www.skelbiu.lt/skelbimai/parduodamas-3-kambariu-butas-44621023.html
Alytaus m.,1988,"67,20",3,46000,https://www.skelbiu.lt/skelbimai/parduodamas-3-kamb-butas-alytuje-jurgiskiu-g-44617761.html
Panevėžio m.,1960,"34,45",1,26250,https://www.skelbiu.lt/skelbimai/34-kv-pilnai-suremontuotas-3-aukste-42788835.html
Klaipėdos m.,1991,77,3,63500,https://www.skelbiu.lt/skelbimai/savininkas-parduoda-3-kambariu-su-holu-buta-44616453.html
Biržų m.,1995,87,3,55000,https://www.skelbiu.lt/skelbimai/parduodamas-erdvus-3-kamb-butas-su-baldais-44616185.html
Jurbarkų k.,1982,46,2,26000,https://www.skelbiu.lt/skelbimai/parduodu-buta-43387461.html
Klaipėdos m.,1986,"33,50",1,31500,https://www.skelbiu.lt/skelbimai/parduodamas-1-kambario-butas-renovuotame-name-44615575.html
Ryškėnų k.,1976,34,2,12000,https://www.skelbiu.lt/skelbimai/butas-41654959.html
Kauno m.,1966,"44,08",2,39500,https://www.skelbiu.lt/skelbimai/dvieju-kambariu-butas-pasiles-g-44614641.html
Mažeikių m.,1983,"36,29",1,18000,https://www.skelbiu.lt/skelbimai/parduodamas-44613659.html
Klaipėdos m.,1965,45,2,44000,https://www.skelbiu.lt/skelbimai/2-kambariu-butas-svyturio-g-43402411.html
Kauno m.,1969,44,2,50000,https://www.skelbiu.lt/skelbimai/moderniai-naujai-irengtas-butas-43379259.html
Klaipėdos m.,1985,64,3,69000,https://www.skelbiu.lt/skelbimai/suremontuotas-3kambariu-butas-44613511.html
Radviliškio m.,1982,"14,72",1,5900,https://www.skelbiu.lt/skelbimai/parduodamas-1-kambarys-44611057.html
Vilniaus m.,1969,"32,84",1,62000,https://www.skelbiu.lt/skelbimai/1k-butas-tuskulenu-g-15min-iki-katedros-42487633.html
Kuršėnų m.,1975,48,2,19000,https://www.skelbiu.lt/skelbimai/butas-36270631.html
Klaipėdos m.,1989,55,2,53000,https://www.skelbiu.lt/skelbimai/parduodamas-2-kambariu-butas-su-holu-budelkiemiog-37566261.html
Kauno m.,1973,"29,52",1,37000,https://www.skelbiu.lt/skelbimai/parduodamas-1-kambario-butas-44605923.html
Gargždų m.,1984,48,2,44500,https://www.skelbiu.lt/skelbimai/2-kamb-butas-gargzduose-44500-e-44604999.html
Kaišiadorių m.,1975,"51,53",2,43000,https://www.skelbiu.lt/skelbimai/parduodamas-butas-kaisiadoryse-43976647.html
Klaipėdos m.,1975,33,1,30000,https://www.skelbiu.lt/skelbimai/1-no-k-b-zardininku-g-5-5-tvarkingas-jaukus-41036063.html
Klaipėdos m.,1975,81,3,95000,https://www.skelbiu.lt/skelbimai/3-ju-k-b-vytauto-g-4-1-erdvus-jaukus-41035553.html
Klaipėdos m.,1934,50,2,53000,https://www.skelbiu.lt/skelbimai/2-k-b-su-dujiniu-sildymu-smilties-pylimo-g-3-2-44599715.html
Ruklos mstl.,1977,"47,42",2,9900,https://www.skelbiu.lt/skelbimai/butas-rukloje-43226281.html
Jonavos m.,1984,"64,70",3,39900,https://www.skelbiu.lt/skelbimai/triju-kambariu-butas-43252077.html
Šiaulių m.,1959,24,1,10000,https://www.skelbiu.lt/skelbimai/parduodamas-44595877.html
Klaipėdos m.,1977,55,2,35000,https://www.skelbiu.lt/skelbimai/parduodamas-2-kambariu-butas-debreceno-g-42132593.html
Kazlų Rūdos m.,1976,"32,95",1,9300,https://www.skelbiu.lt/skelbimai/skubiai-parduodamas-1k-butas-kazlu-rudoj-44001519.html
Garliavos m.,1973,59,3,72000,https://www.skelbiu.lt/skelbimai/parduodamas-59-kv-m-3-kambariu-butas-44593749.html
Šiaulių m.,1967,"61,75",4,63500,https://www.skelbiu.lt/skelbimai/jaukus-naujai-suremontuotas-4-kambariu-butas-43777685.html
Prienų m.,1991,49,2,52000,https://www.skelbiu.lt/skelbimai/parduodamas-2-kambariu-butas-44580923.html
Drevernos k.,1967,44,2,39900,https://www.skelbiu.lt/skelbimai/parduodu-44580315.html
Alytaus m.,1994,"52,04",2,40000,https://www.skelbiu.lt/skelbimai/2-ju-kambariu-butas-kernaves-g-vidzgiris-44576679.html
Klaipėdos m.,1915,"86,57",4,110000,https://www.skelbiu.lt/skelbimai/namai-liepu-gatveje-iesko-nauju-seimininku-44574167.html
Gargždų m.,1989,48,2,60000,https://www.skelbiu.lt/skelbimai/gargzduose-2-kambariu-kambariu-butas-su-kiemeliu-44573997.html
Šiaulių m.,1984,50,2,45500,https://www.skelbiu.lt/skelbimai/parduodamas-2-kamb-butas-44572425.html
Šakių m.,1993,"51,15",2,28000,https://www.skelbiu.lt/skelbimai/dveju-kambariu-butas-sakiuose-plotas-51-15-kv-m-44571749.html
Raseinių m.,1976,33,2,14500,https://www.skelbiu.lt/skelbimai/parduodamas-2-kambariu-butas-38393559.html
Kauno m.,1984,36,2,34500,https://www.skelbiu.lt/skelbimai/sviesus-ir-jaukus-butas-su-visais-baldais-44570943.html
Šiaulių m.,1983,53,2,60000,https://www.skelbiu.lt/skelbimai/parduodamas-jaukus-2-kambariu-butas-44570679.html
Marijampolės m.,1981,26,1,8499,https://www.skelbiu.lt/skelbimai/parduodamas-vieno-kambario-butas-43403845.html
Ruklos k.,1980,51,2,14500,https://www.skelbiu.lt/skelbimai/butas-rukloje-44564573.html
Usėnų k.,1973,86,3,15500,https://www.skelbiu.lt/skelbimai/parduodamas-3-k-butas-vytauto-g-usenu-k-40230303.html
Kazlų Rūdos m.,1954,54,3,32000,https://www.skelbiu.lt/skelbimai/3-k-butas-v-boriseviciaus-g-43063989.html
Gargždų m.,2007,"60,25",3,90000,https://www.skelbiu.lt/skelbimai/savininkas-parduoda-3k-buta-devynaukstyje-gargzdai-44557215.html
Kupiškio m.,1991,"50,69",2,21000,https://www.skelbiu.lt/skelbimai/parduodamas-jaukus-2-k-butas-kupiskyje-44555687.html
Panevėžio m.,1975,64,3,45000,https://www.skelbiu.lt/skelbimai/triju-kambariu-butas-44553753.html
Gelgaudiškio m.,1980,70,3,12000,https://www.skelbiu.lt/skelbimai/butas-gelgaudiskis-30289969.html
Kauno m.,1972,62,3,75500,https://www.skelbiu.lt/skelbimai/3-kambariu-butas-dainavoje-40741469.html
Jurbarko m.,1990,65,2,25500,https://www.skelbiu.lt/skelbimai/parduodamas-2-5-kambariu-butas-jurbarke-40473073.html
Klaipėdos m.,1973,42,2,35500,https://www.skelbiu.lt/skelbimai/parduodamas-41775405.html
Plungės m.,1986,"62,50",3,48000,https://www.skelbiu.lt/skelbimai/domina-keitimas-i-dvieju-kambariu-buta-su-priemoka-44542033.html
Mažeikių m.,1990,64,3,38500,https://www.skelbiu.lt/skelbimai/parduodu-3-ju-kambariu-renovuotas-butas-4-aukstas-42101475.html
Voškonių k.,1989,37,1,28000,https://www.skelbiu.lt/skelbimai/parduodu-buta-voskoniu-km-27286829.html
Juknaičių k.,1974,72,3,28000,https://www.skelbiu.lt/skelbimai/parduodamas-3-kamb-butas-juknaiciuose-43360313.html
Pravieniškių k.,1986,36,1,20000,https://www.skelbiu.lt/skelbimai/parduodamas-butas-43359655.html
Panevėžio m.,1975,26,1,16400,https://www.skelbiu.lt/skelbimai/parduodamas-1k-butas-margiu-g-ne-bendrabutis-44535381.html
Panevėžio m.,1982,32,1,20400,https://www.skelbiu.lt/skelbimai/parduodu-1k-buta-klaipedos-g-24905331.html
Šeduvos m.,1984,35,1,8559,https://www.skelbiu.lt/skelbimai/siltas-1-k-butas-seduvoje-44533815.html
Palangos m.,2016,32,1,75000,https://www.skelbiu.lt/skelbimai/butas-prie-juros-palangoje-kaina-75000-euru-22658059.html
Klaipėdos m.,1974,33,1,36000,https://www.skelbiu.lt/skelbimai/parduodamas-1-kamb-butas-2-aukste-siauliu-g-44524827.html
Mažeikių m.,1975,48,2,27000,https://www.skelbiu.lt/skelbimai/parduodu-2ju-kamb-buta-44521741.html
Tabariškių k.,1960,38,2,17000,https://www.skelbiu.lt/skelbimai/parduodamas-jaukus-2-ju-kambariu-butas-44514045.html
Pelėdnagių k.,1986,"63,80",3,18000,https://www.skelbiu.lt/skelbimai/parduodamas-butas-44516183.html
Klaipėdos m.,1975,48,2,56500,https://www.skelbiu.lt/skelbimai/2-kambariu-butas-siauliu-g-pilnai-irengtas-44517179.html
Jonavos m.,1974,64,3,42000,https://www.skelbiu.lt/skelbimai/triju-kambariu-butas-43226669.html
Kauno m.,2006,80,4,114000,https://www.skelbiu.lt/skelbimai/kotedzo-tipo-butas-zaliakalnyje-44511229.html
Juodupės mstl.,1990,64,3,6000,https://www.skelbiu.lt/skelbimai/butas-juodupeje-43073731.html
Telšių m.,1990,50,2,36000,https://www.skelbiu.lt/skelbimai/2-kambariu-butas-su-atviro-plano-virtuve-41364155.html
Pasvalio m.,1979,"11,44",1,2999,https://www.skelbiu.lt/skelbimai/parduodamas-kambarys-42686793.html
Varnių m.,1990,53,2,17000,https://www.skelbiu.lt/skelbimai/parduodu-2-kambariu-buta-39781763.html
Klaipėdos m.,2007,64,3,135000,https://www.skelbiu.lt/skelbimai/zolynu-g-3-ju-kambariu-butas-44505285.html
Vilkyškių mstl.,1975,80,3,20000,https://www.skelbiu.lt/skelbimai/parduodamas-3-kambariu-butas-44505139.html
Mažeikių m.,1988,"64,25",3,37000,https://www.skelbiu.lt/skelbimai/parduodamas-erdvus-ir-sviesus-44505023.html
Gindulių k.,2012,"46,22",2,78000,https://www.skelbiu.lt/skelbimai/parduodamas-2-k-butas-ginduliuose-44295155.html
Romučių k.,1964,56,2,17000,https://www.skelbiu.lt/skelbimai/parduodamas-butas-44500555.html
Klaipėdos m.,1990,"70,35",3,75000,https://www.skelbiu.lt/skelbimai/butas-tauralaukyje-kadagiu-g-43926031.html
Smalininkų m.,1982,36,2,8850,https://www.skelbiu.lt/skelbimai/butas-smalininkuose-43219945.html
Mažeikių m.,1981,50,2,27500,https://www.skelbiu.lt/skelbimai/parduodamas-jaukus-2-kamb-butas-43230505.html
Vilniaus m.,2003,"50,47",2,95000,https://www.skelbiu.lt/skelbimai/kaminkelio-g-44491677.html
Alytaus m.,2007,64,3,56000,https://www.skelbiu.lt/skelbimai/3-ju-kambariu-butas-vingio-g-43958695.html
Biržų m.,1989,"34,50",1,17000,https://www.skelbiu.lt/skelbimai/pardudama-42510393.html
Klaipėdos m.,1986,53,2,69000,https://www.skelbiu.lt/skelbimai/parduodamas-2-kambariu-butas-geroje-vietoje-44487217.html
Klaipėdos m.,1993,63,2,51000,https://www.skelbiu.lt/skelbimai/parduodamas-butas-luzu-g-38538741.html
Klaipėdos m.,2011,68,2,82000,https://www.skelbiu.lt/skelbimai/2-kambariu-naujos-statybos-butas-big-buste-39317263.html
Klaipėdos m.,1993,100,4,85000,https://www.skelbiu.lt/skelbimai/4-kambariu-su-holu-renovuotas-43907991.html
Jurbarko m.,1972,65,3,32000,https://www.skelbiu.lt/skelbimai/parduodu-3-kambariu-buta-44477271.html
Klaipėdos m.,1973,27,1,32900,https://www.skelbiu.lt/skelbimai/1-kambario-butas-taikos-pr-44477107.html
Kauno m.,1971,18,1,15000,https://www.skelbiu.lt/skelbimai/parduotas-18-kv-m-butukas-partizanu-g-44469755.html
Telšių m.,1990,34,1,20000,https://www.skelbiu.lt/skelbimai/parduodamas-1-kamb-butas-44459499.html
Telšių m.,1984,50,2,35000,https://www.skelbiu.lt/skelbimai/dvieju-kambariu-butas-44465619.html
Varputėnų k.,1985,58,2,7000,https://www.skelbiu.lt/skelbimai/dvieju-kambariu-butas-40407035.html
Šiaulių m.,1987,"53,43",2,43500,https://www.skelbiu.lt/skelbimai/parduodu-buta-44464919.html
Akmenės m.,1971,"34,70",2,18000,https://www.skelbiu.lt/skelbimai/parduodamas-butas-43873799.html
