city,years,area,price,avg_heat_per_m,url
Klaipėda,1980,66,49900,,https://www.aruodas.lt/butai-klaipedoje-poilsyje-darzelio-g-parduodamas-tvarkingas-2-kambariu-su-didz-1-2767561/
Jonavos m.,1974,"63,75",59950,,https://www.aruodas.lt/butai-jonavoje-lietavos-g-nuostabiai-irengtas-triju-nepereinamu-1-2767525/
Vilnius,2011,"79,86",136900,,https://www.aruodas.lt/butai-vilniuje-buivydiskese-suduviu-g-parduodamas-stilingas-ir-sviesus-3-kamb-1-2767493/
Vilnius,2011,"79,86",136900,,https://www.aruodas.lt/butai-vilniuje-zujunuose-suduviu-g-parduodamas-stilingas-ir-sviesus-3-kamb-1-2760327/
Vilnius,2011,"79,86",136900,,https://www.aruodas.lt/butai-vilniuje-justiniskese-suduviu-g-parduodamas-stilingas-ir-sviesus-3-kamb-1-2760325/
Vilnius,2009,"83,37",120000,"39,18",https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-perkunkiemio-g-parduodamas-erdvus-ir-labai-sviesus-3-1-2767427/
Vilnius,2019,"50,12",137500,,https://www.aruodas.lt/butai-vilniuje-antakalnyje-p-vileisio-g-parduodamas-butas-su-kokybiska-pilna-apdaila-1-2767285/
Vilnius,2019,"50,12",137500,,https://www.aruodas.lt/butai-vilniuje-antakalnyje-p-vileisio-g-parduodamas-2-kambariu-butas-su-pilna-apdaila-1-2739083/
Klaipėda,1961,42,38000,,https://www.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-parduodamas-2k-butas-pereinamas-4-aukste-1-2767257/
Vilnius,1940,60,125000,,https://www.aruodas.lt/butai-vilniuje-zveryne-pusu-g-parduodamas-butas-prestizineje-vietoje-1-2760097/
Klaipėda,1993,77,74000,,https://www.aruodas.lt/butai-klaipedoje-varpuose-varpu-g-varpu-g-parduodamas-erdvus-3-ju-kamb-butas-1-2767137/
Vilnius,2015,93,265000,,https://www.aruodas.lt/butai-vilniuje-bajoruose-vanagines-sodu-3-ioji-g-prabangus-butas-unikaliame-projekte-prie-1-2736575/
Klaipėda,2004,138,138000,,https://www.aruodas.lt/butai-klaipedoje-treke-zarasu-g-individualiu-namu-kvartale-netoli-danes-1-2767101/
Vilnius,2019,"57,24",142300,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-parduodamas-naujas-pilnai-irengtas-butas-1-2767049/
Vilnius,2019,"45,8",115500,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-parduodamas-naujas-pilnai-irengtas-butas-1-2767047/
Trakų r. sav.,1977,"50,64",44900,,https://www.aruodas.lt/butai-trakuose-lentvario-m-vytauto-g-pasiulymas-seimai-ieskanciai-nauju-namu-1-2766869/
Kaunas,1985,45,41900,"23,40",https://www.aruodas.lt/butai-kaune-dainavoje-v-kreves-pr-daugiau-informacijos-tel-1-2766851/
Zarasų r. sav.,1976,"54,09",5600,,https://www.aruodas.lt/butai-zarasuose-turmanto-mstl-tilzes-g-parduodamas-2-ju-kambariu-butas-su-rusiu-1-2766815/
Klaipėda,2009,79,119999,,https://www.aruodas.lt/butai-klaipedoje-vetrungeje-taikos-pr-klaipedos-bures-parduodamas-3-kambariu-1-2766363/
Šiaulių r. sav.,1990,150,22700,,https://www.aruodas.lt/butai-siauliu-rajone-verbunu-k-parduodamas-5-kambariu-butas-gyvenamo-namo-1-2509365/
Klaipėda,2008,84,80999,,https://www.aruodas.lt/butai-klaipedoje-mokyklos-mikrorajone-lauku-g-klaipedoje-lauku-gatveje-parduodamas-keturiu-1-2766697/
Vilnius,1981,41,39800,,https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-parko-g-parduodamas-jaukus-2-ju-kambariu-butas-1-2766679/
Druskininkų m.,2009,"65,69",120000,,https://www.aruodas.lt/butai-druskininkuose-vilniaus-al-butas-miesto-centre-priesais-akvaparka-1-2766651/
Vilnius,2019,"31,78",81000,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-parduodamas-naujas-pilnai-irengtas-butas-1-2766559/
Panevėžys,2017,"66,12",89000,,https://www.aruodas.lt/butai-panevezyje-centre-vasario-16-osios-g-naujos-statybos-butas-miesto-centre-1-2766531/
Palanga,2017,"20,75",79000,,https://www.aruodas.lt/butai-palangoje-maluno-g-nepraleiskite-isskirtines-progos-parduodamas-1-2766501/
Pasvalio m.,1973,28,18900,,https://www.aruodas.lt/butai-pasvalyje-atzalyno-g-parduodamas-1-kambario-butas-pasvalyje-1-2766479/
Druskininkų m.,1981,"39,46",36000,,https://www.aruodas.lt/butai-druskininkuose-sveikatos-g-parduodamas-2-kambariu-butas-su-bendro-1-2766443/
Panevėžys,1956,80,18000,,https://www.aruodas.lt/butai-panevezyje-centre-senamiescio-g-parduodama-namo-dalis-senamiescio-g-1-2724665/
Vilnius,1964,"58,75",98500,"60,51",https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-parduodamas-3-izoliuotu-kambariu-butas-1-2766353/
Anykščių m.,1982,26,5000,,https://www.aruodas.lt/butai-anyksciuose-mindaugo-g-labai-patogioje-ir-ramioje-miesto-vietoje-1-2766311/
Marijampolės m.,1971,"71,83",59500,,https://www.aruodas.lt/butai-marijampoleje-centre-jaunimo-g-nestandartinio-isplanavimo-butas-1-2766301/
Mažeikių m.,2015,"88,14",79000,,https://www.aruodas.lt/butai-mazeikiuose-laisves-g-parduodamas-isskirtinis-butas-mazeikiu-miesto-1-2766235/
Vilnius,2003,"59,64",108700,,https://www.aruodas.lt/butai-vilniuje-siaures-miestelyje-kazimiero-ladygos-g-rezervuotas-parduodamas-2-kbutas-5964-kvm-1-2766205/
Klaipėda,1986,"76,95",55000,,https://www.aruodas.lt/butai-klaipedoje-banduziuose-budelkiemio-g-parduodamas-3-kambariu-su-holu-butas-1-2766181/
Klaipėda,1991,78,55000,,https://www.aruodas.lt/butai-klaipedoje-banduziuose-budelkiemio-g-klaipedoje-budelkiemio-g-97-aukste-1-2759963/
Vilnius,2019,"31,41",86000,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-birzelio-namai-nauja-erdve-igyventoje-1-2766133/
Vilnius,1940,"47,5",165000,,https://www.aruodas.lt/butai-vilniuje-senamiestyje-siauliu-g--lt-parduodamas-unikalus-butas-su-terasa-1-2766131/
Vilnius,2019,"57,65",146000,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-birzelio-namai-nauja-erdve-igyventoje-1-2766127/
Panevėžys,1962,"57,79",72900,"50,86",https://www.aruodas.lt/butai-panevezyje-centre-vilniaus-g-parduodamas-3-k-butas-vilniaus-g-1-2765983/
Vilnius,1900,48,165000,,https://www.aruodas.lt/butai-vilniuje-senamiestyje-mesiniu-g--parduodamas-butas-senamiestyje-su-privacia-1-2765791/
Panevėžys,1993,"86,24",73200,,https://www.aruodas.lt/butai-panevezyje-kniaudiskyje-kniaudiskiu-g-parduodamas-tvarkingas-unikalaus-planavimo-4-1-2765761/
Kaunas,2001,193,137000,,https://www.aruodas.lt/butai-kaune-dainavoje-lygybes-g-parduodamos-namo-dalys-pirmame-antrame-ir-1-2765745/
Marijampolės m.,1925,48,14800,,https://www.aruodas.lt/butai-marijampoleje-centre-a-civinsko-g-parduodamas-3-k-butas-marijampoles-centre-1-2709363/
Marijampolės m.,1984,52,39000,,https://www.aruodas.lt/butai-marijampoleje-centre-kalviu-g-parduodamas-dvieju-kambariu-butas-centre-1-2765679/
Biržų m.,1932,47,10000,,https://www.aruodas.lt/butai-birzuose-stoties-g-buto-aprasymas-birzu-mieste-stoties-1-2765669/
Šiauliai,1968,"17,92",8950,"15,23",https://www.aruodas.lt/butai-siauliuose-centre-varpo-g-tinka-komercinei-veiklai-parduodamas-1-1-2765651/
Vilnius,2012,105,280000,,https://www.aruodas.lt/butai-vilniuje-uzupyje-sroves-g-megaukites-gyvenimu-gamtos-apsuptoje-vietoje-1-2765639/
Vilnius,2012,105,280000,,https://www.aruodas.lt/butai-vilniuje-filaretuose-sroves-g-megaukites-gyvenimu-gamtos-apsuptoje-vietoje-1-2744313/
Vilnius,1961,40,73750,"44,40",https://www.aruodas.lt/butai-vilniuje-naujamiestyje-gerosios-vilties-g-parduodamas-kokybiskai-irengtas-2-kambariu-1-2765631/
Klaipėda,1975,48,48500,,https://www.aruodas.lt/butai-klaipedoje-vingio-mikrorajone-siauliu-g-parduodamas-2-ju-kambariu-butas-bute-1-2765617/
Klaipėda,1975,"47,15",49000,,https://www.aruodas.lt/butai-klaipedoje-naujakiemyje-siauliu-g-tvarkingas-2-ju-kambariu-butas-47-kvm-1-2748855/
Vilnius,1984,40,50000,,https://www.aruodas.lt/butai-vilniuje-justiniskese-justiniskiu-g-parduodamas-1-kamb-40-kvm-butas-1-2765581/
Vilnius,2004,"121,98",179900,"101,24",https://www.aruodas.lt/butai-vilniuje-antakalnyje-zirgo-g-parduodamas-isskirtinio-isplanavimo-butas-su-1-2765567/
Klaipėda,1973,"40,19",39000,,https://www.aruodas.lt/butai-klaipedoje-vetrungeje-taikos-pr-taikos-pr-parduodamas-40-kvm-butas-1-2765547/
Klaipėda,1982,12,11500,,https://www.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-parduodamas-tvarkingas-12-kvm-kambarys-1-2765541/
Panevėžys,1970,"32,51",11500,"29,26",https://www.aruodas.lt/butai-panevezyje-pilenuose-nemuno-g-parduodamas-2-k-butas-nemuno-g-panevezyje-1-2765537/
Marijampolės m.,1976,"50,5",36700,,https://www.aruodas.lt/butai-marijampoleje-deguciuose-r-jukneviciaus-g-parduodamas-dvieju-kambariu-butas-prie-parko-1-2765531/
Palanga,1999,43,45000,,https://www.aruodas.lt/butai-palangoje-vytauto-g-vytauto-gatveje-parduodamas-43-kvm-bendro-1-2765527/
Palanga,1978,"16,5",27500,,https://www.aruodas.lt/butai-palangoje-vytauto-g-1-kambario-butas-palangojevytauto-gatve-1-2765451/
Šiauliai,1978,64,47000,"43,52",https://www.aruodas.lt/butai-siauliuose-dainiuose-dainu-g-parduodamas-3-kambariu-butas-dainu-g-1-2765373/
Palanga,1989,47,105000,,https://www.aruodas.lt/butai-palangoje-j-janonio-g-j-janonio-g-2-kambariu-butas-parduodamas-1-2765371/
Vilnius,2019,"82,26",188136,,https://www.aruodas.lt/butai-vilniuje-antakalnyje-vaidilutes-g-valakampiu-krantas-vieta-kurioje-uz-buto-1-2765323/
Vilnius,2019,"82,26",175000,,https://www.aruodas.lt/butai-vilniuje-antakalnyje-vaidilutes-g-valakampiu-krantas-vieta-kurioje-uz-buto-1-2799245/
Vilnius,2019,"82,26",180000,,https://www.aruodas.lt/butai-vilniuje-antakalnyje-vaidilutes-g-valakampiu-krantas-vieta-kurioje-uz-buto-1-2785899/
Vilnius,2019,"82,26",170000,,https://www.aruodas.lt/butai-vilniuje-turniskese-vaidilutes-g-valakampiu-krantas-vieta-kurioje-uz-buto-1-2785897/
Vilnius,2019,"82,26",165000,,https://www.aruodas.lt/butai-vilniuje-antakalnyje-vaidilutes-g-valakampiu-krantas-vieta-kurioje-uz-buto-1-2785895/
Vilnius,2019,"82,26",175000,,https://www.aruodas.lt/butai-vilniuje-valakampiuose-vaidilutes-g-valakampiu-krantas-vieta-kurioje-uz-buto-1-2754159/
Vilnius,1968,"65,6",65000,"49,20",https://www.aruodas.lt/butai-vilniuje-naujininkuose-dzuku-g-parduodamas-sviesus-ir-erdvus-triju-kambariu-1-2656837/
Kauno r. sav.,2015,73,83000,,https://www.aruodas.lt/butai-kauno-rajone-uzliedziu-k-ilgoji-g-p-a-r-d-u-o-d-a-m-a-s-butas-uzliedziuose-su-1-2667497/
Kaunas,1990,78,63000,,https://www.aruodas.lt/butai-kaune-petrasiunuose-r-kalantos-g-tvarkingas-4-k-butas-rkalantos-g-noredami-1-2765177/
Kauno r. sav.,2008,70,85000,,https://www.aruodas.lt/butai-kauno-rajone-jonuciu-ii-k-versmes-g-3-k-butas-jonuciuose-noredami-susisiekti-su-1-2765167/
Kauno r. sav.,2009,"68,55",85000,,https://www.aruodas.lt/butai-kauno-rajone-jonuciu-ii-k-versmes-g-parduodamas-pilnai-irengtas-butas-naujos-1-2785535/
Klaipėda,1936,"102,6",165000,,https://www.aruodas.lt/butai-klaipedoje-senamiestyje-j-zembrickio-g-parduodamas-erdvus-ir-jaukus-3-kambariu-butas-1-2765153/
Klaipėda,1936,"102,6",160000,,https://www.aruodas.lt/butai-klaipedoje-centre-j-zembrickio-g-parduodamas-3-kambariu-butas-antrame-aukste-1-2611593/
Joniškio m.,1964,"51,41",18000,,https://www.aruodas.lt/butai-joniskyje-vilniaus-g-parduodamas-3-k-butas-joniskio-mvilniaus-g-1-2765123/
Palanga,2017,"48,45",125000,,https://www.aruodas.lt/butai-palangoje-maluno-g--naujas-butas-palanga-komfortas-1-2765045/
Klaipėda,1984,38,39500,,https://www.aruodas.lt/butai-klaipedoje-vingio-mikrorajone-vingio-g-klaipedoje-vingio-g-parduodamas-1-kambario-1-2764903/
Klaipėda,1986,65,55000,,https://www.aruodas.lt/butai-klaipedoje-alksnyneje-alksnynes-g-klaipedos-malksnyne-alksnynes-g-1-2764885/
Vilnius,2017,107,299000,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-a-vivulskio-g-parduodamas-stilingai-tik-is-kokybisku-1-2764855/
Palanga,1989,69,60000,,https://www.aruodas.lt/butai-palangoje-kretingos-g-palangoje-parduodamas-3-ju-kambariu-butas-1-2764829/
Trakų r. sav.,1976,52,44000,,https://www.aruodas.lt/butai-trakuose-lentvario-m-ezero-g-salia-ezero-lentvaryje-ezero-gatveje-1-2764815/
Vilnius,2009,"161,14",230000,,https://www.aruodas.lt/butai-vilniuje-rasose-varsuvos-g-parduodamas-161-kvm-ploto-butas-rasose-1-2764745/
Vilnius,1978,"78,33",76000,,https://www.aruodas.lt/butai-vilniuje-baltupiuose-baltupio-g-parduodamas-sviesus-ir-erdvus-4-kambariu-1-2764729/
Vilnius,1978,"78,33",76000,,https://www.aruodas.lt/butai-vilniuje-jeruzaleje-baltupio-g-parduodamas-sviesus-ir-erdvus4-kambariu-butas-1-2761653/
Šiauliai,1990,90,64900,"47,70",https://www.aruodas.lt/butai-siauliuose-gytariuose-kvieciu-g-parduodamas-4-kambariu-butas-su-rusiu-ir-2-1-2764667/
Vilnius,1940,30,50000,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-vandentiekio-g-parduodama-dalis-namo-butas-su-5-aru-sklypu-1-2764579/
Klaipėda,2019,33,49990,,https://www.aruodas.lt/butai-klaipedoje-paupiuose-ragaines-g-parduodamas-naujame-kvartale-a-klases-1k-1-2764563/
Klaipėda,1930,60,86500,,https://www.aruodas.lt/butai-klaipedoje-centre-ramioji-g-parduodamas-2-kambariu-butas-klaipedos-centre-1-2764529/
Kaunas,1939,97,104000,,https://www.aruodas.lt/butai-kaune-centre-k-bugos-g-parduodamas-4k-butas-istoriniame-liudo-giros-1-2764505/
Vilnius,1972,30,39500,"30,90",https://www.aruodas.lt/butai-vilniuje-snipiskese-kalvariju-g-kalvariju-bei-ozo-gatviu-sankirtoje-esanciame-1-2764493/
Vilnius,2000,102,179800,,https://www.aruodas.lt/butai-vilniuje-antakalnyje-smelio-g-parduodamas-erdvus-ir-jaukus-4-kambariu-butas-1-2655715/
Klaipėda,2017,63,94000,,https://www.aruodas.lt/butai-klaipedoje-tauralaukyje-tauralaukio-g-parduodami-praktiski-butai-naujos-statybos-1-2764403/
Vilnius,1940,"93,11",320000,"131,29",https://www.aruodas.lt/butai-vilniuje-senamiestyje-rudninku-g-parduodami-prabangus-3-kambariu-apartamentai-1-2724197/
Vilnius,1901,95,340000,"133,95",https://www.aruodas.lt/butai-vilniuje-senamiestyje-rudninku-g-parduodamas-3-kambariu-butas-senamiestyje-1-2781025/
Vilnius,1998,158,259000,,https://www.aruodas.lt/butai-vilniuje-antakalnyje-kariu-kapu-g-isikurkite-viename-zaliausiu-ir-labiausiai-1-2764335/
Vilnius,1940,236,660000,,https://www.aruodas.lt/butai-vilniuje-senamiestyje-stikliu-g-parduodamas-5-kambariu-236-m-butas-1-2764245/
Panevėžys,1986,"64,18",48000,"51,99",https://www.aruodas.lt/butai-panevezyje-molainiuose-molainiu-g-parduodamas-3-k-butas-molainiu-g-1-2764203/
Druskininkų m.,2017,"64,36",209170,,https://www.aruodas.lt/butai-druskininkuose-t-kosciuskos-g-puikioje-druskininku-vietoje-prie-pat-misko-1-2764193/
Vilnius,1913,"27,58",76950,"28,96",https://www.aruodas.lt/butai-vilniuje-senamiestyje-pamenkalnio-g-parduodamas-1-kambariu-butas-vilnaus-centre-1-2733909/
Vilnius,1913,"27,58",76950,"28,96",https://www.aruodas.lt/butai-vilniuje-naujamiestyje-pamenkalnio-g-parduodamas-1-kambariu-butas-vilnaus-centre-1-2724365/
Vilnius,2000,"78,18",183000,,https://www.aruodas.lt/butai-vilniuje-antakalnyje-kariu-kapu-g-parduodamas-3-kambariu-butas-itin-vaizdingoje-1-2764147/
Klaipėda,2002,"64,29",65000,,https://www.aruodas.lt/butai-klaipedoje-naujakiemyje-naujakiemio-g-geras-butas-salia-taikos-prospekto-seimai-1-2764109/
Molėtų r. sav.,1984,49,28000,,https://www.aruodas.lt/butai-moletuose-giraiciu-k-tarp-triju-ezeru-visai-salia-dubingiu-1-2764067/
Druskininkų m.,2007,"71,38",150000,,https://www.aruodas.lt/butai-druskininkuose-liepu-g-parduodamas-kokybiskai-ir-stilingai-irengtas-1-2764049/
Klaipėda,1932,51,68000,,https://www.aruodas.lt/butai-klaipedoje-senamiestyje-tilzes-g-parduodamas-2k-butas-su-zemes-sklypu-tilzes-g-1-2763999/
Klaipėda,1982,56,44000,,https://www.aruodas.lt/butai-klaipedoje-zvejybos-uoste-naikupes-g-parduodamas-2-ju-kambariu-butas-klaipedoje-1-2763877/
Klaipėda,1987,106,165000,,https://www.aruodas.lt/butai-klaipedoje-senamiestyje-didzioji-vandens-g-parduodamas-per-du-aukstus-4-kambariu-butas-1-2763817/
Klaipėda,1964,34,39500,,https://www.aruodas.lt/butai-klaipedoje-senamiestyje-taikos-pr-1-no-kambario-butas-taikos-prospekte-1-2763801/
Klaipėda,1975,78,68000,,https://www.aruodas.lt/butai-klaipedoje-naujakiemyje-naujakiemio-g-naujakiemio-g-4-k-78-kvm-butas-15a-bute-1-2763663/
Vilnius,1966,64,103000,,https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-parduodamas-funkcionaliai-isplanuotas-3-iu-1-2754569/
Vilnius,1966,64,98000,,https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-parduodamas-3-izoliuotu-kambariu-butas-su-1-2787317/
Vilnius,2008,"61,96",126700,,https://www.aruodas.lt/butai-vilniuje-antakalnyje-sauletekio-al-parduodamas-2-kambariu-butas-sauletekyje-1-2763581/
Vilnius,2008,"61,96",124800,,https://www.aruodas.lt/butai-vilniuje-sauletekyje-sauletekio-al-parduodamas-2-kambariu-butas-sauletekyje-1-2790439/
Vilnius,2017,85,275000,,https://www.aruodas.lt/butai-vilniuje-uzupyje-kriviu-g-parduodamas-unikalus-triju-kambariu-butas-1-2763511/
Palanga,1963,42,58000,,https://www.aruodas.lt/butai-palangoje-vytauto-g-skubiai-parduodamas-butas-palangos-centre-1-2763285/
Kaunas,1995,160,120000,,https://www.aruodas.lt/butai-kaune-silainiuose-priekules-g-grazioje-vietoje-silainiuose-parduodamas-1-2763245/
Kaunas,2005,"56,4",87000,,https://www.aruodas.lt/butai-kaune-panemuneje-birutes-g-parduodamas-pilnai-irengtas-butas-su-nuosavu-1-2763175/
Klaipėda,1992,54,61900,,https://www.aruodas.lt/butai-klaipedoje-varpuose-smilteles-g-parduodamas-2kamb-butas-klaipedoje-1-2763031/
Vilnius,2007,82,141000,"56,58",https://www.aruodas.lt/butai-vilniuje-lazdynuose-erfurto-g-parduodamas-jaukus-patogaus-planavimo-3k-1-2737845/
Šiauliai,1980,"49,42",35000,"29,65",https://www.aruodas.lt/butai-siauliuose-dainiuose-aido-g-parduodamas-4942-kvm-2-kamb-butas-adresu-1-2762913/
Klaipėda,1980,37,46000,,https://www.aruodas.lt/butai-klaipedoje-banduziuose-brozynu-g-parduodamas-1-o-kambario-butas-su-baldais-ir-1-2762875/
Neringos m.,2005,"59,54",195000,,https://www.aruodas.lt/butai-neringoje-ievos-kalno-g-pilnai-irengtas-triju-kambariu-butas-su-1-2762869/
Kupiškio m.,1980,"93,59",23500,,https://www.aruodas.lt/butai-kupiskyje-p-mazylio-g-salia-k-simonio-parko-patogioje-kupiskio-1-2762811/
Klaipėda,2008,60,85000,,https://www.aruodas.lt/butai-klaipedoje-centre-dariaus-ir-gireno-g-parduodamas-jaukus-2-ju-kambariu-butas-1-2762679/
Klaipėda,1963,17,8400,,https://www.aruodas.lt/butai-klaipedoje-mokyklos-mikrorajone-mokyklos-g-mokyklos-gatveje-parduodamas-tvarkingas-vieno-1-2745171/
Kėdainių m.,1987,"70,52",33000,,https://www.aruodas.lt/butai-kedainiuose-josvainiu-g-su-rimtu-pirkeju-kaina-derinama-parduodamas-1-2762549/
Palanga,1993,"21,85",40500,,https://www.aruodas.lt/butai-palangoje-sventojoje-juros-g-patinka-supanti-aplinka-patinka-vaizdai-1-2762547/
Palanga,2000,43,79000,,https://www.aruodas.lt/butai-palangoje-plytu-g-parduodamos-poilsio-patalpos-su-pagalbinemis-1-2762393/
Vilnius,1940,100,178000,"74,00",https://www.aruodas.lt/butai-vilniuje-senamiestyje-j-basanaviciaus-g-parduodamas-2-aukstu-labai-gerasprabangus-1-2443259/
Panevėžys,1974,"102,55",84500,"64,61",https://www.aruodas.lt/butai-panevezyje-centre-j-basanaviciaus-g-parduodamas-4-k-butas-j-basanaviciaus-g-1-2762309/
Plungės m.,1969,"45,86",29900,,https://www.aruodas.lt/butai-plungeje-v-macernio-g-sveiki-parduodamas-remontuotinas-sviesus-2-1-2762233/
Vilnius,2019,"33,25",76300,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-birzelio-namai-nauja-erdve-igyventoje-1-2762213/
Šiauliai,2006,"91,05",94500,,https://www.aruodas.lt/butai-siauliuose-zaliukiuose-pauksciu-tak-parduodamas-puikiai-suremontuotas-3-kambariu-1-2762133/
Varėnos m.,2018,47,34000,,https://www.aruodas.lt/butai-varenoje-dzuku-g-parduodamas-erdvus-stilingai-suremontuotas-2-1-2762123/
Klaipėda,1970,76,60000,,https://www.aruodas.lt/butai-klaipedoje-zvejybos-uoste-naikupes-g-parduodamas-3k-butas-naikupes-g-namas-1-2762033/
Klaipėda,2010,77,113000,,https://www.aruodas.lt/butai-klaipedoje-smelteje-taikos-pr-parduodamas-3-ju-kamb-butas-77kvm-taikos-1-2762005/
Panevėžys,1972,"25,17",17500,"22,65",https://www.aruodas.lt/butai-panevezyje-centre-margiu-g-namas-patogioje-vietojepuikus-susisiekimas-1-2762003/
Kaunas,1996,105,110000,,https://www.aruodas.lt/butai-kaune-silainiuose-priekules-g-grazioje-vietoje-silainiuose-parduodamas-1-2761997/
Kaunas,1963,51,49000,"49,47",https://www.aruodas.lt/butai-kaune-vilijampoleje-vytenio-g-parduodamas-tvarkingas-ir-jaukus-butas-kaune-1-2761995/
Kelmės m.,1965,"49,14",26999,,https://www.aruodas.lt/butai-kelmeje-a-mackeviciaus-g-kelmeje-mackeviciaus-g-parduodamas-1-2761989/
Vilnius,2002,58,98000,,https://www.aruodas.lt/butai-vilniuje-siaures-miestelyje-s-zukausko-g--erdvus-ir-sviesus-butas-atliktas-1-2761859/
Vilnius,1980,"60,38",94900,"59,17",https://www.aruodas.lt/butai-vilniuje-uzupyje-peteliskiu-g-butas-peteliskiu-parke-namas-yra-labai-1-2761817/
Vilnius,1960,45,139000,"44,55",https://www.aruodas.lt/butai-vilniuje-senamiestyje-siauliu-g-pacioje-senamiescio-sirdyje-ramioje-siauliu-1-2753103/
Vilnius,1910,"41,28",119700,,https://www.aruodas.lt/butai-vilniuje-senamiestyje-vingiu-g-parduodamas-vieno-kambario-butas-pylimo-g-1-2761773/
Klaipėda,2008,71,99000,,https://www.aruodas.lt/butai-klaipedoje-mazajame-kaimelyje-dragunu-g-parduodamas-naujos-statybos-name-1-2761771/
Vilnius,1910,31,86800,,https://www.aruodas.lt/butai-vilniuje-senamiestyje-vingriu-g-parduodamos-gyvenamosios-administracines-1-2761763/
Klaipėda,1976,54,43900,,https://www.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-parduodamas-2-kambariu-butas-debreceno-g-1-2761755/
Vilnius,1940,"67,85",251900,,https://www.aruodas.lt/butai-vilniuje-senamiestyje-totoriu-g-parduodamas-isskirtinis-puikiai-irengtas-2k-1-2761753/
Klaipėda,1968,44,51500,,https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-vilhelmo-berbomo-g-parduodamas-2-kambariu-butas-renovuotame-1-2761751/
Klaipėda,1958,14,10500,,https://www.aruodas.lt/butai-klaipedoje-centre-m-mazvydo-al-parduodamas-1-kam-butas-bendrabutyje-m-1-2761669/
Klaipėda,2013,55,93500,,https://www.aruodas.lt/butai-klaipedoje-mazajame-kaimelyje-dragunu-g-dragunu-kvartale-parduodamas-erdvus-1-2761623/
Klaipėda,2012,55,93500,,https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-dragunu-g-klaipedoje-dragunu-g-parduodamas-2-ju-1-2758649/
Vilnius,2016,"49,51",123000,,https://www.aruodas.lt/butai-vilniuje-zveryne-liepyno-g-parduodamas-4951-kv-m-butas-su-pilna-1-2639523/
Klaipėda,1983,78,72000,,https://www.aruodas.lt/butai-klaipedoje-poilsyje-poilsio-g-pilnai-irengtas-perplanuotas-3k-su-holu-1-2761607/
Vilnius,1995,"324,56",370000,,https://www.aruodas.lt/butai-vilniuje-zirmunuose-minties-g-centrineje-miesto-dalyje-individualus-namas-1-2695433/
Vilnius,1965,55,81900,"49,50",https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-parduodamas-3-kambariu-butas-prestiziniame-1-2761399/
Vilnius,2013,"83,3",192000,,https://www.aruodas.lt/butai-vilniuje-uzupyje-paplaujos-g-nepraleiskite-progos-isigyti-labai-jaukaus-ir-1-2761395/
Šiauliai,1985,62,32700,,https://www.aruodas.lt/butai-siauliuose-aleksandrijoje-aleksandrijos-g-geroje-vietoje-parduodamas-dvieju-kambariu-1-2761379/
Klaipėda,1986,43,56000,,https://www.aruodas.lt/butai-klaipedoje-centre-liepu-g-parduodamas-isskirtinio-dizaino-labai-1-2761371/
Klaipėda,1993,78,54999,,https://www.aruodas.lt/butai-klaipedoje-banduziuose-banduziu-g-banduziu-gatveje-parduodamas-3-iu-kambariu-1-2761361/
Kaunas,1990,"80,41",57000,,https://www.aruodas.lt/butai-kaune-silainiuose-sarkuvos-g-parduodamas-erdvus-ir-jaukus-4-kambariu-butas-1-2761271/
Panevėžys,2007,"61,25",71900,"28,18",https://www.aruodas.lt/butai-panevezyje-klaipedos-klaipedos-g-parduodamas-2-k-butas-klaipedos-g-1-2761257/
Neringos m.,1989,73,110000,,https://www.aruodas.lt/butai-neringoje-purvynes-g-parduodamas-3-aukstu-kotedzas-purvynes-g-1-2761087/
Neringos m.,1989,70,110000,,https://www.aruodas.lt/butai-neringoje-purvynes-g-parduodamas-3-aukstu-kotedzas-purvynes-g-1-2760077/
Šiauliai,2006,"91,19",87000,,https://www.aruodas.lt/butai-siauliuose-lieporiuose-pauksciu-tak-parduodamas-3k-butas-pauksciu-take-1-2761061/
Palanga,1967,45,49900,,https://www.aruodas.lt/butai-palangoje-juros-g-parduodamas-tvarkingas-2-kambariu-bustas-1-2760855/
